monster_1,monster_2,win_pct_1,win_pct_2,underdog_pct
Giant Badger,Pony,38.6,61.4,38.6
Giant Centipede,Mastiff,61.4,38.6,38.6
Giant Wasp,Zombie,61.4,38.6,38.6
Goblin,Magma Mephit,38.6,61.4,38.6
Hill Giant,Shambling Mound,61.4,38.6,38.6
Kobold,Pseudodragon,38.6,61.4,38.6
Medusa,Rhinoceros,61.4,38.6,38.6
Shadow,"Wererat, Human Form",38.6,61.4,38.6
Tyrannosaurus Rex,Young Gold Dragon,61.4,38.6,38.6
Animated Armor,Bugbear,38.5,61.5,38.5
Assassin,Owlbear,38.5,61.5,38.5
Black Dragon Wyrmling,Swarm of Poisonous Snakes,61.5,38.5,38.5
Blood Hawk,Steam Mephit,38.5,61.5,38.5
Constrictor Snake,Magma Mephit,61.5,38.5,38.5
Copper Dragon Wyrmling,Warhorse Skeleton,38.5,61.5,38.5
Djinni,Gorgon,38.5,61.5,38.5
Draft Horse,Giant Spider,38.5,61.5,38.5
Drow,Giant Owl,38.5,61.5,38.5
Giant Badger,Violet Fungus,61.5,38.5,38.5
Giant Bat,Swarm of Ravens,38.5,61.5,38.5
Giant Poisonous Snake,Hobgoblin,61.5,38.5,38.5
Giant Sea Horse,Scout,38.5,61.5,38.5
Guardian Naga,Night Hag,38.5,61.5,38.5
Lion,Swarm of Wasps,61.5,38.5,38.5
Lion,Warhorse,61.5,38.5,38.5
Shadow,Warhorse,38.5,61.5,38.5
Ancient White Dragon,Pit Fiend,61.6,38.4,38.4
Ankheg,Bronze Dragon Wyrmling,61.6,38.4,38.4
Azer,"Werewolf, Wolf Form",61.6,38.4,38.4
Centaur,Merrow,61.6,38.4,38.4
Dire Wolf,Ghast,61.6,38.4,38.4
Flying Sword,Giant Lizard,61.6,38.4,38.4
Giant Weasel,Pony,61.6,38.4,38.4
Owlbear,"Wereboar, Hybrid Form",61.6,38.4,38.4
Ankheg,Succubus/Incubus,38.3,61.7,38.3
Awakened Tree,Flesh Golem,38.3,61.7,38.3
Awakened Tree,Red Dragon Wyrmling,38.3,61.7,38.3
Bearded Devil,Hell Hound,38.3,61.7,38.3
Berserker,Hunter Shark,61.7,38.3,38.3
Black Bear,Skeleton,61.7,38.3,38.3
Blue Dragon Wyrmling,Owlbear,38.3,61.7,38.3
Chuul,Green Hag,38.3,61.7,38.3
Chuul,Lamia,61.7,38.3,38.3
Crocodile,"Wererat, Human Form",38.3,61.7,38.3
Death Dog,Phase Spider,38.3,61.7,38.3
Drider,"Wereboar, Boar Form",38.3,61.7,38.3
Duergar,Specter,61.7,38.3,38.3
Gelatinous Cube,Giant Elk,61.7,38.3,38.3
Giant Spider,Wight,38.3,61.7,38.3
Grimlock,Pony,61.7,38.3,38.3
Gynosphinx,Young White Dragon,61.7,38.3,38.3
Hippogriff,Mage,38.3,61.7,38.3
Hippogriff,"Wererat, Rat Form",61.7,38.3,38.3
Kobold,Lemure,61.7,38.3,38.3
Pseudodragon,Violet Fungus,38.3,61.7,38.3
Stone Giant,Treant,61.7,38.3,38.3
Young Gold Dragon,Young Silver Dragon,61.7,38.3,38.3
Young Red Dragon,Young Silver Dragon,61.7,38.3,38.3
Axe Beak,Cult Fanatic,61.8,38.2,38.2
Azer,Merrow,38.2,61.8,38.2
Dretch,Giant Badger,61.8,38.2,38.2
Duergar,Lion,61.8,38.2,38.2
Giant Vulture,Thug,38.2,61.8,38.2
Ogre,Vampire Spawn,61.8,38.2,38.2
Polar Bear,Veteran,38.2,61.8,38.2
Shadow,Swarm of Spiders,38.2,61.8,38.2
Specter,Wight,38.2,61.8,38.2
Ankheg,Swarm of Quippers,61.9,38.1,38.1
Black Bear,Hobgoblin,38.1,61.9,38.1
Doppelganger,Veteran,38.1,61.9,38.1
Dust Mephit,Sahuagin,61.9,38.1,38.1
Giant Frog,Noble,61.9,38.1,38.1
Hippogriff,Satyr,38.1,61.9,38.1
Hydra,Mummy Lord,61.9,38.1,38.1
Lion,Swarm of Insects,61.9,38.1,38.1
Pony,Scout,38.1,61.9,38.1
Adult Red Dragon,Remorhaz,38.0,62.0,38.0
Ankheg,Mimic,62.0,38.0,38.0
Brass Dragon Wyrmling,Hippogriff,62.0,38.0,38.0
Chain Devil,Chuul,62.0,38.0,38.0
Earth Elemental,Young Copper Dragon,62.0,38.0,38.0
Frost Giant,Young Red Dragon,38.0,62.0,38.0
Giant Elk,Silver Dragon Wyrmling,38.0,62.0,38.0
Giant Goat,Spy,62.0,38.0,38.0
Giant Goat,Swarm of Insects,38.0,62.0,38.0
Goblin,Magmin,38.0,62.0,38.0
Horned Devil,Young Gold Dragon,38.0,62.0,38.0
Hunter Shark,Manticore,62.0,38.0,38.0
Spirit Naga,Troll,38.0,62.0,38.0
Swarm of Rats,"Wererat, Rat Form",38.0,62.0,38.0
Adult Black Dragon,Androsphinx,62.1,37.9,37.9
Ankheg,Green Dragon Wyrmling,62.1,37.9,37.9
Archmage,Salamander,62.1,37.9,37.9
Black Dragon Wyrmling,White Dragon Wyrmling,62.1,37.9,37.9
Chain Devil,Xorn,37.9,62.1,37.9
Cockatrice,Elk,62.1,37.9,37.9
Dust Mephit,Giant Crab,62.1,37.9,37.9
Flying Sword,Harpy,37.9,62.1,37.9
Giant Owl,Hobgoblin,62.1,37.9,37.9
Giant Rat (Diseased),Violet Fungus,37.9,62.1,37.9
Gladiator,Wyvern,62.1,37.9,37.9
Oni,Vrock,62.1,37.9,37.9
Rhinoceros,Spirit Naga,37.9,62.1,37.9
Warhorse Skeleton,"Werewolf, Hybrid Form",37.9,62.1,37.9
"Werewolf, Wolf Form",White Dragon Wyrmling,62.1,37.9,37.9
Blood Hawk,Giant Badger,37.8,62.2,37.8
Bugbear,"Werewolf, Hybrid Form",62.2,37.8,37.8
Chain Devil,Couatl,37.8,62.2,37.8
Death Dog,Swarm of Centipedes,62.2,37.8,37.8
Giant Fire Beetle,Stirge,37.8,62.2,37.8
Giant Shark,Glabrezu,37.8,62.2,37.8
Gibbering Mouther,Ogre,62.2,37.8,37.8
Hunter Shark,"Wereboar, Hybrid Form",37.8,62.2,37.8
Ogre,"Wereboar, Boar Form",62.2,37.8,37.8
Priest,Skeleton,62.2,37.8,37.8
Remorhaz,Storm Giant,62.2,37.8,37.8
Sea Hag,"Wereboar, Boar Form",37.8,62.2,37.8
Air Elemental,Couatl,62.3,37.7,37.7
Bone Devil,Young Copper Dragon,37.7,62.3,37.7
Bulette,Efreeti,37.7,62.3,37.7
Chuul,Vrock,62.3,37.7,37.7
Flying Sword,Swarm of Insects,37.7,62.3,37.7
Giant Poisonous Snake,Shadow,37.7,62.3,37.7
Gray Ooze,Noble,62.3,37.7,37.7
Hezrou,Young Copper Dragon,62.3,37.7,37.7
Otyugh,Wraith,62.3,37.7,37.7
Reef Shark,"Wererat, Human Form",37.7,62.3,37.7
Warhorse Skeleton,"Werewolf, Wolf Form",37.7,62.3,37.7
Warhorse Skeleton,Wight,62.3,37.7,37.7
Bugbear,"Werewolf, Wolf Form",62.4,37.6,37.6
Cult Fanatic,Gnoll,37.6,62.4,37.6
Deep Gnome (Svirfneblin),Giant Lizard,62.4,37.6,37.6
Elk,Skeleton,62.4,37.6,37.6
Flesh Golem,Plesiosaurus,62.4,37.6,37.6
Ghost,"Wereboar, Hybrid Form",62.4,37.6,37.6
Ghoul,"Wererat, Rat Form",62.4,37.6,37.6
Giant Boar,Will-o'-Wisp,62.4,37.6,37.6
Giant Crocodile,Triceratops,37.6,62.4,37.6
Giant Goat,Giant Owl,62.4,37.6,37.6
Giant Shark,Mammoth,37.6,62.4,37.6
Green Hag,Rakshasa,62.4,37.6,37.6
Hunter Shark,Veteran,62.4,37.6,37.6
Ice Mephit,Noble,62.4,37.6,37.6
Minotaur,Oni,62.4,37.6,37.6
Axe Beak,Swarm of Bats,62.5,37.5,37.5
Bone Devil,Shambling Mound,62.5,37.5,37.5
Death Dog,Harpy,62.5,37.5,37.5
Giant Bat,Giant Lizard,62.5,37.5,37.5
Giant Crab,Ice Mephit,62.5,37.5,37.5
Gibbering Mouther,Half-Red Dragon Veteran,37.5,62.5,37.5
Gnoll,Rust Monster,37.5,62.5,37.5
Animated Armor,Bearded Devil,37.4,62.6,37.4
Ankheg,Mummy,37.4,62.6,37.4
Azer,Centaur,37.4,62.6,37.4
Camel,Pseudodragon,62.6,37.4,37.4
Crocodile,Lizardfolk,62.6,37.4,37.4
Giant Bat,Swarm of Rats,62.6,37.4,37.4
Giant Lizard,Swarm of Ravens,37.4,62.6,37.4
Giant Toad,White Dragon Wyrmling,37.4,62.6,37.4
Glabrezu,Roper,62.6,37.4,37.4
Hippogriff,Specter,37.4,62.6,37.4
Hobgoblin,Riding Horse,62.6,37.4,37.4
Invisible Stalker,"Werebear, Human Form",37.4,62.6,37.4
Lemure,Mastiff,62.6,37.4,37.4
Rust Monster,"Wererat, Hybrid Form",62.6,37.4,37.4
Acolyte,Lemure,37.3,62.7,37.3
Adult Copper Dragon,Tyrannosaurus Rex,62.7,37.3,37.3
Androsphinx,Tyrannosaurus Rex,62.7,37.3,37.3
Animated Armor,Brown Bear,62.7,37.3,37.3
Archmage,Bandit Captain,37.3,62.7,37.3
Bearded Devil,Gargoyle,62.7,37.3,37.3
Boar,Steam Mephit,62.7,37.3,37.3
Cult Fanatic,Shadow,37.3,62.7,37.3
Cultist,Pseudodragon,62.7,37.3,37.3
Death Dog,Giant Eagle,62.7,37.3,37.3
Draft Horse,Swarm of Ravens,62.7,37.3,37.3
Giant Elk,Mummy,62.7,37.3,37.3
Giant Toad,Swarm of Poisonous Snakes,37.3,62.7,37.3
Hunter Shark,Ogre,37.3,62.7,37.3
Hydra,Shield Guardian,62.7,37.3,37.3
Pegasus,Spirit Naga,37.3,62.7,37.3
Spirit Naga,"Weretiger, Human Form",62.7,37.3,37.3
Stone Golem,Young Gold Dragon,62.7,37.3,37.3
Troll,"Weretiger, Hybrid Form",37.3,62.7,37.3
Troll,"Weretiger, Tiger Form",37.3,62.7,37.3
Azer,Mimic,37.2,62.8,37.2
Bandit,Imp,37.2,62.8,37.2
Bandit,Quasit,62.8,37.2,37.2
Boar,Noble,37.2,62.8,37.2
Darkmantle,Shadow,62.8,37.2,37.2
Gargoyle,Swarm of Quippers,37.2,62.8,37.2
Giant Ape,Stone Giant,62.8,37.2,37.2
Giant Crab,Imp,62.8,37.2,37.2
Giant Lizard,Hobgoblin,62.8,37.2,37.2
Giant Poisonous Snake,Giant Vulture,37.2,62.8,37.2
Giant Wolf Spider,Magma Mephit,37.2,62.8,37.2
Green Hag,Minotaur,62.8,37.2,37.2
Orc,"Wererat, Hybrid Form",62.8,37.2,37.2
Ankheg,Bandit Captain,37.1,62.9,37.1
Bearded Devil,Dire Wolf,37.1,62.9,37.1
Centaur,Hell Hound,62.9,37.1,37.1
Darkmantle,Swarm of Wasps,37.1,62.9,37.1
Dust Mephit,Giant Sea Horse,62.9,37.1,37.1
Giant Bat,Thug,37.1,62.9,37.1
Giant Elk,"Wereboar, Human Form",37.1,62.9,37.1
Harpy,"Wererat, Human Form",62.9,37.1,37.1
Hippogriff,Spy,62.9,37.1,37.1
Manticore,Succubus/Incubus,62.9,37.1,37.1
Medusa,"Weretiger, Human Form",37.1,62.9,37.1
Ochre Jelly,Warhorse Skeleton,62.9,37.1,37.1
Spy,Swarm of Centipedes,37.1,62.9,37.1
Stone Golem,Young Red Dragon,62.9,37.1,37.1
Boar,Grimlock,37.0,63.0,37.0
Constrictor Snake,Scout,37.0,63.0,37.0
Death Dog,Satyr,63.0,37.0,37.0
Ghost,"Wereboar, Human Form",63.0,37.0,37.0
Giant Toad,Tiger,37.0,63.0,37.0
Giant Weasel,Hobgoblin,37.0,63.0,37.0
Manticore,Pegasus,37.0,63.0,37.0
Dust Mephit,Panther,63.1,36.9,36.9
Elk,Giant Crab,63.1,36.9,36.9
Giant Eagle,"Wererat, Human Form",63.1,36.9,36.9
Giant Elk,Pegasus,36.9,63.1,36.9
Giant Hyena,Giant Scorpion,63.1,36.9,36.9
Gold Dragon Wyrmling,Spirit Naga,63.1,36.9,36.9
Gorgon,Young Blue Dragon,36.9,63.1,36.9
Killer Whale,Water Elemental,63.1,36.9,36.9
Minotaur,Xorn,36.9,63.1,36.9
Pegasus,"Weretiger, Human Form",36.9,63.1,36.9
Rust Monster,"Wererat, Rat Form",63.1,36.9,36.9
Awakened Tree,Minotaur Skeleton,36.8,63.2,36.8
Black Pudding,Doppelganger,36.8,63.2,36.8
Blink Dog,Priest,63.2,36.8,36.8
Bronze Dragon Wyrmling,Will-o'-Wisp,63.2,36.8,36.8
Bugbear,Gargoyle,63.2,36.8,36.8
Cloaker,Red Dragon Wyrmling,36.8,63.2,36.8
Duergar,Warhorse,63.2,36.8,36.8
Dust Mephit,Hobgoblin,36.8,63.2,36.8
Giant Elk,Griffon,63.2,36.8,36.8
Giant Goat,Swarm of Beetles,36.8,63.2,36.8
Giant Goat,Swarm of Centipedes,36.8,63.2,36.8
Goat,Kobold,36.8,63.2,36.8
Pegasus,Unicorn,36.8,63.2,36.8
Ancient Brass Dragon,Storm Giant,63.3,36.7,36.7
Archmage,Griffon,36.7,63.3,36.7
Axe Beak,Hippogriff,36.7,63.3,36.7
Chain Devil,"Werebear, Human Form",63.3,36.7,36.7
Crocodile,Giant Bat,63.3,36.7,36.7
Dryad,Giant Weasel,36.7,63.3,36.7
Dust Mephit,Zombie,63.3,36.7,36.7
Giant Frog,Giant Poisonous Snake,36.7,63.3,36.7
Giant Owl,Swarm of Centipedes,36.7,63.3,36.7
Mule,Pseudodragon,63.3,36.7,36.7
Nightmare,Winter Wolf,63.3,36.7,36.7
Phase Spider,White Dragon Wyrmling,36.7,63.3,36.7
Rust Monster,Satyr,36.7,63.3,36.7
Shadow,Swarm of Beetles,36.7,63.3,36.7
Ancient Brass Dragon,Pit Fiend,36.6,63.4,36.6
Brass Dragon Wyrmling,Giant Goat,63.4,36.6,36.6
Brown Bear,Giant Toad,63.4,36.6,36.6
Chimera,Deva,36.6,63.4,36.6
Death Dog,Swarm of Beetles,63.4,36.6,36.6
Death Dog,Swarm of Insects,63.4,36.6,36.6
Drider,Sea Hag,63.4,36.6,36.6
Giant Hyena,Mummy,36.6,63.4,36.6
Giant Sea Horse,Zombie,63.4,36.6,36.6
Imp,Scout,36.6,63.4,36.6
Manticore,Mummy,63.4,36.6,36.6
Shield Guardian,Young Copper Dragon,36.6,63.4,36.6
Assassin,"Weretiger, Human Form",36.5,63.5,36.5
Bandit Captain,Hunter Shark,36.5,63.5,36.5
Cult Fanatic,Giant Vulture,36.5,63.5,36.5
Cult Fanatic,Scout,63.5,36.5,36.5
Cultist,Pony,36.5,63.5,36.5
Flying Sword,Swarm of Centipedes,36.5,63.5,36.5
Frost Giant,Tyrannosaurus Rex,36.5,63.5,36.5
Giant Frog,Pony,63.5,36.5,36.5
Giant Lizard,Swarm of Bats,63.5,36.5,36.5
Lamia,Otyugh,36.5,63.5,36.5
Minotaur Skeleton,"Werebear, Human Form",36.5,63.5,36.5
White Dragon Wyrmling,Worg,63.5,36.5,36.5
Ancient Copper Dragon,Dragon Turtle,36.4,63.6,36.4
Azer,"Werewolf, Hybrid Form",63.6,36.4,36.4
Blood Hawk,Giant Wolf Spider,36.4,63.6,36.4
Brass Dragon Wyrmling,Ghoul,63.6,36.4,36.4
Cloaker,Knight,63.6,36.4,36.4
Dretch,Ice Mephit,36.4,63.6,36.4
Eagle,Stirge,63.6,36.4,36.4
Flying Sword,Swarm of Spiders,36.4,63.6,36.4
Giant Crab,Scout,36.4,63.6,36.4
Gibbering Mouther,"Wereboar, Boar Form",63.6,36.4,36.4
Mummy,Rhinoceros,36.4,63.6,36.4
Ogre,Silver Dragon Wyrmling,63.6,36.4,36.4
Ogre,"Wereboar, Hybrid Form",63.6,36.4,36.4
Orc,"Wererat, Rat Form",63.6,36.4,36.4
Priest,Swarm of Bats,36.4,63.6,36.4
Roper,Young Blue Dragon,36.4,63.6,36.4
Swarm of Centipedes,"Wererat, Human Form",63.6,36.4,36.4
Warhorse,Wight,36.4,63.6,36.4
Air Elemental,Elephant,63.7,36.3,36.3
Centaur,Dire Wolf,63.7,36.3,36.3
Constrictor Snake,Hobgoblin,36.3,63.7,36.3
Drow,Wolf,63.7,36.3,36.3
Efreeti,Marilith,63.7,36.3,36.3
Ettercap,Grick,63.7,36.3,36.3
Giant Crab,Noble,63.7,36.3,36.3
Giant Crocodile,Night Hag,63.7,36.3,36.3
Giant Hyena,Swarm of Quippers,63.7,36.3,36.3
Giant Rat,Giant Weasel,36.3,63.7,36.3
Gibbering Mouther,"Wereboar, Hybrid Form",63.7,36.3,36.3
Gibbering Mouther,Will-o'-Wisp,63.7,36.3,36.3
Grimlock,Noble,63.7,36.3,36.3
Mummy Lord,Shambling Mound,63.7,36.3,36.3
Troll,Unicorn,63.7,36.3,36.3
Aboleth,Young Green Dragon,36.2,63.8,36.2
Ape,Swarm of Rats,63.8,36.2,36.2
Blink Dog,Shadow,36.2,63.8,36.2
Cockatrice,Giant Crab,63.8,36.2,36.2
Copper Dragon Wyrmling,Death Dog,63.8,36.2,36.2
Deep Gnome (Svirfneblin),Swarm of Spiders,36.2,63.8,36.2
Draft Horse,Rust Monster,63.8,36.2,36.2
Elk,Giant Sea Horse,63.8,36.2,36.2
Giant Frog,Imp,63.8,36.2,36.2
Giant Lizard,Rust Monster,36.2,63.8,36.2
Giant Wasp,Imp,63.8,36.2,36.2
Gold Dragon Wyrmling,Plesiosaurus,36.2,63.8,36.2
Merrow,Swarm of Quippers,63.8,36.2,36.2
Rakshasa,"Werebear, Human Form",63.8,36.2,36.2
Reef Shark,Swarm of Wasps,36.2,63.8,36.2
Rhinoceros,"Weretiger, Human Form",36.2,63.8,36.2
Gelatinous Cube,Rhinoceros,63.9,36.1,36.1
Green Hag,Water Elemental,36.1,63.9,36.1
Hunter Shark,Saber-Toothed Tiger,63.9,36.1,36.1
Killer Whale,Night Hag,36.1,63.9,36.1
Minotaur,Wyvern,63.9,36.1,36.1
Rust Monster,Warhorse,36.1,63.9,36.1
Shadow,Swarm of Centipedes,36.1,63.9,36.1
Swarm of Spiders,"Wererat, Human Form",63.9,36.1,36.1
Ankheg,Griffon,36.0,64.0,36.0
Archmage,Polar Bear,64.0,36.0,36.0
Bulette,Frost Giant,36.0,64.0,36.0
Deep Gnome (Svirfneblin),Swarm of Centipedes,36.0,64.0,36.0
Dire Wolf,Will-o'-Wisp,64.0,36.0,36.0
Gargoyle,Giant Scorpion,36.0,64.0,36.0
Ghast,White Dragon Wyrmling,64.0,36.0,36.0
Giant Eagle,Phase Spider,36.0,64.0,36.0
Giant Wolf Spider,Panther,36.0,64.0,36.0
Gladiator,Oni,64.0,36.0,36.0
Half-Red Dragon Veteran,"Wereboar, Human Form",64.0,36.0,36.0
Hunter Shark,Sea Hag,64.0,36.0,36.0
Lion,Mage,64.0,36.0,36.0
Marilith,Stone Giant,64.0,36.0,36.0
Otyugh,Xorn,36.0,64.0,36.0
Remorhaz,Solar,36.0,64.0,36.0
Saber-Toothed Tiger,Succubus/Incubus,64.0,36.0,36.0
Aboleth,Young Copper Dragon,64.1,35.9,35.9
Adult Green Dragon,Cloud Giant,64.1,35.9,35.9
Ankheg,Giant Elk,35.9,64.1,35.9
Berserker,"Weretiger, Human Form",35.9,64.1,35.9
Centaur,Green Dragon Wyrmling,64.1,35.9,35.9
Darkmantle,Lizardfolk,64.1,35.9,35.9
Doppelganger,Polar Bear,64.1,35.9,35.9
Giant Badger,Quasit,64.1,35.9,35.9
Giant Sea Horse,Magma Mephit,64.1,35.9,35.9
Giant Spider,Specter,64.1,35.9,35.9
Gibbering Mouther,Pegasus,64.1,35.9,35.9
Lizardfolk,Thug,35.9,64.1,35.9
Magma Mephit,Noble,64.1,35.9,35.9
Magmin,Panther,64.1,35.9,35.9
Minotaur Skeleton,Wraith,35.9,64.1,35.9
Oni,Otyugh,35.9,64.1,35.9
Otyugh,Rakshasa,64.1,35.9,35.9
Spirit Naga,Winter Wolf,35.9,64.1,35.9
Spy,Swarm of Wasps,35.9,64.1,35.9
Adult Black Dragon,Adult White Dragon,64.2,35.8,35.8
Awakened Tree,Troll,64.2,35.8,35.8
Axe Beak,Spy,35.8,64.2,35.8
Black Bear,Wolf,64.2,35.8,35.8
Brown Bear,Will-o'-Wisp,35.8,64.2,35.8
Bugbear,Doppelganger,35.8,64.2,35.8
Chain Devil,Oni,64.2,35.8,35.8
Drider,Giant Constrictor Snake,35.8,64.2,35.8
Efreeti,Horned Devil,35.8,64.2,35.8
Giant Constrictor Snake,Knight,35.8,64.2,35.8
Giant Constrictor Snake,Unicorn,35.8,64.2,35.8
Giant Crab,Hobgoblin,35.8,64.2,35.8
Giant Poisonous Snake,Reef Shark,35.8,64.2,35.8
Giant Shark,Ice Devil,35.8,64.2,35.8
Lizardfolk,Swarm of Rats,64.2,35.8,35.8
Swarm of Wasps,"Wererat, Human Form",64.2,35.8,35.8
Vampire Spawn,"Wereboar, Human Form",64.2,35.8,35.8
Adult White Dragon,Behir,64.3,35.7,35.7
Ape,Thug,35.7,64.3,35.7
Awakened Tree,Knight,64.3,35.7,35.7
Blood Hawk,Violet Fungus,35.7,64.3,35.7
Centaur,Griffon,35.7,64.3,35.7
Centaur,Succubus/Incubus,35.7,64.3,35.7
Darkmantle,Swarm of Centipedes,35.7,64.3,35.7
Erinyes,Young Green Dragon,64.3,35.7,35.7
Giant Wasp,Magma Mephit,64.3,35.7,35.7
Gnoll,Swarm of Ravens,35.7,64.3,35.7
Horned Devil,Young Red Dragon,35.7,64.3,35.7
Otyugh,Water Elemental,35.7,64.3,35.7
Pegasus,Rhinoceros,64.3,35.7,35.7
Acolyte,Stirge,64.4,35.6,35.6
Bearded Devil,Merrow,35.6,64.4,35.6
Black Dragon Wyrmling,Mimic,35.6,64.4,35.6
Camel,Goblin,35.6,64.4,35.6
Chuul,Ettin,64.4,35.6,35.6
Cockatrice,Giant Sea Horse,64.4,35.6,35.6
Cult Fanatic,Flying Sword,35.6,64.4,35.6
Duergar,Ettercap,35.6,64.4,35.6
Gelatinous Cube,Vampire Spawn,35.6,64.4,35.6
Giant Owl,Swarm of Beetles,35.6,64.4,35.6
Gold Dragon Wyrmling,Red Dragon Wyrmling,35.6,64.4,35.6
Kraken,Pit Fiend,35.6,64.4,35.6
Ogre,Troll,35.6,64.4,35.6
Ogre Zombie,"Weretiger, Tiger Form",35.6,64.4,35.6
Black Dragon Wyrmling,Tiger,64.5,35.5,35.5
Centaur,Saber-Toothed Tiger,35.5,64.5,35.5
Chain Devil,Elephant,35.5,64.5,35.5
Copper Dragon Wyrmling,Ettercap,35.5,64.5,35.5
Crocodile,Giant Lizard,64.5,35.5,35.5
Earth Elemental,Young Green Dragon,35.5,64.5,35.5
Ghoul,Reef Shark,64.5,35.5,35.5
Giant Hyena,Griffon,35.5,64.5,35.5
Treant,Young Blue Dragon,35.5,64.5,35.5
Adult Blue Dragon,Nalfeshnee,35.4,64.6,35.4
Air Elemental,"Werebear, Bear Form",35.4,64.6,35.4
Brass Dragon Wyrmling,Reef Shark,64.6,35.4,35.4
Brass Dragon Wyrmling,Shadow,64.6,35.4,35.4
Constrictor Snake,Ice Mephit,64.6,35.4,35.4
Dust Mephit,Giant Wasp,64.6,35.4,35.4
Giant Crab,Riding Horse,35.4,64.6,35.4
Giant Crocodile,Hezrou,35.4,64.6,35.4
Giant Elk,Succubus/Incubus,64.6,35.4,35.4
Giant Hyena,Will-o'-Wisp,64.6,35.4,35.4
Veteran,"Wereboar, Human Form",35.4,64.6,35.4
Air Elemental,"Werebear, Hybrid Form",35.3,64.7,35.3
Awakened Shrub,Hyena,35.3,64.7,35.3
Azer,Polar Bear,35.3,64.7,35.3
Basilisk,Rhinoceros,35.3,64.7,35.3
Black Bear,Giant Lizard,35.3,64.7,35.3
Copper Dragon Wyrmling,Wight,35.3,64.7,35.3
Darkmantle,Swarm of Beetles,35.3,64.7,35.3
Darkmantle,"Wererat, Human Form",35.3,64.7,35.3
Dretch,Quasit,64.7,35.3,35.3
Ghoul,Shadow,64.7,35.3,35.3
Giant Weasel,Grimlock,64.7,35.3,35.3
Magmin,Zombie,64.7,35.3,35.3
Rust Monster,Shadow,64.7,35.3,35.3
Brass Dragon Wyrmling,"Wererat, Rat Form",64.8,35.2,35.2
Bronze Dragon Wyrmling,Bugbear,64.8,35.2,35.2
Crocodile,Swarm of Spiders,35.2,64.8,35.2
Deep Gnome (Svirfneblin),Swarm of Rats,64.8,35.2,35.2
Giant Octopus,Polar Bear,64.8,35.2,35.2
Gray Ooze,Riding Horse,35.2,64.8,35.2
Magmin,Noble,64.8,35.2,35.2
Mummy Lord,Triceratops,35.2,64.8,35.2
Ogre Zombie,Plesiosaurus,35.2,64.8,35.2
Pony,Priest,35.2,64.8,35.2
Rhinoceros,Unicorn,35.2,64.8,35.2
Saber-Toothed Tiger,"Wereboar, Human Form",35.2,64.8,35.2
Tiger,Worg,64.8,35.2,35.2
Ancient Brass Dragon,Kraken,64.9,35.1,35.1
Bandit Captain,Doppelganger,64.9,35.1,35.1
Brass Dragon Wyrmling,"Wererat, Hybrid Form",64.9,35.1,35.1
Bulette,Erinyes,64.9,35.1,35.1
Cult Fanatic,Giant Poisonous Snake,64.9,35.1,35.1
Deep Gnome (Svirfneblin),Swarm of Beetles,35.1,64.9,35.1
Gargoyle,Giant Boar,35.1,64.9,35.1
Giant Elk,Half-Red Dragon Veteran,35.1,64.9,35.1
Giant Goat,Lion,35.1,64.9,35.1
Gladiator,"Werebear, Human Form",64.9,35.1,35.1
Gnoll,Thug,35.1,64.9,35.1
Mage,"Wererat, Human Form",64.9,35.1,35.1
Panther,Pony,64.9,35.1,35.1
Reef Shark,Swarm of Centipedes,35.1,64.9,35.1
Reef Shark,Swarm of Spiders,35.1,64.9,35.1
Spy,Swarm of Spiders,35.1,64.9,35.1
Stone Giant,Young Bronze Dragon,64.9,35.1,35.1
Swarm of Beetles,"Wererat, Human Form",64.9,35.1,35.1
Swarm of Insects,Warhorse Skeleton,35.1,64.9,35.1
"Weretiger, Tiger Form",Winter Wolf,64.9,35.1,35.1
Acolyte,Hyena,65.0,35.0,35.0
Cockatrice,Magmin,65.0,35.0,35.0
Dire Wolf,Griffon,35.0,65.0,35.0
Ghoul,Hippogriff,65.0,35.0,35.0
Giant Centipede,Stirge,65.0,35.0,35.0
Giant Sea Horse,Noble,65.0,35.0,35.0
Gnoll,Swarm of Rats,65.0,35.0,35.0
Hill Giant,Lich,35.0,65.0,35.0
Hippogriff,"Wererat, Hybrid Form",65.0,35.0,35.0
Hunter Shark,Medusa,35.0,65.0,35.0
Lion,Warhorse Skeleton,35.0,65.0,35.0
Swarm of Ravens,"Wererat, Rat Form",65.0,35.0,35.0
Animated Armor,Grick,65.1,34.9,34.9
Archmage,Mummy,34.9,65.1,34.9
Assassin,Gelatinous Cube,65.1,34.9,34.9
Chimera,Gladiator,65.1,34.9,34.9
Crocodile,Swarm of Centipedes,34.9,65.1,34.9
Darkmantle,Giant Eagle,34.9,65.1,34.9
Giant Hyena,Succubus/Incubus,34.9,65.1,34.9
Half-Red Dragon Veteran,Knight,34.9,65.1,34.9
Minotaur Skeleton,Oni,34.9,65.1,34.9
Ochre Jelly,Will-o'-Wisp,34.9,65.1,34.9
Azer,Gargoyle,65.2,34.8,34.8
Barbed Devil,Knight,65.2,34.8,34.8
Black Bear,Magmin,65.2,34.8,34.8
Blood Hawk,Giant Weasel,34.8,65.2,34.8
Darkmantle,Gnoll,65.2,34.8,34.8
Draft Horse,Thug,65.2,34.8,34.8
Dretch,Panther,34.8,65.2,34.8
Ghost,Knight,34.8,65.2,34.8
Giant Frog,Ice Mephit,65.2,34.8,34.8
